,Start station,start_lat,start_lng
470,Spring St & 2nd Ave,38.9620618,-77.3812099
471,Walter Reed Dr & 16th St S,38.8522092,-77.0911746
472,Citadel Ave & McGrath Blvd,39.0475769,-77.10936319999999
473,King Farm Blvd & Pleasant Dr,39.1123865,-77.175525
474,Washington Blvd & N Frederick St,39.056873,-77.44396139999999
475,Alabama Ave & Stanton Rd SE / Shops at Park Village,38.8600183,-76.966652
476,Fishers Ln & Rock Creek Mill Rd,39.0627801,-77.11509869999999
477,Deanwood Rec Center,38.9082339,-76.9318752
478,Fallsgrove Blvd & Fallsgrove Dr,39.0965189,-77.19376330000001
479,Traville Gateway Dr & Gudelsky Dr,39.09102840000001,-77.2045188
480,Library St & Freedom Dr,38.9506382,-78.1485665
481,North Shore & Cameron Crescent Dr/Crescent Apartments,38.9672797,-77.342784
482,Barcroft Community Center,38.8505757,-77.1020507
483,Sunset Hills & Old Reston Ave,39.17919200000001,-77.6776307
484,Connecticut Ave & Chevy Chase Lake Dr,38.9340854,-77.0576414
485,Perry & 35th St,39.105381,-77.5655517
486,Tysons One Pl & Chain Bridge Rd,38.9192904,-77.2213878
487,Wheaton Metro / Georgia Ave & Reedie Dr,39.0386343,-77.0502052
488,S George Mason & Four Mile Run Dr,38.852237,-77.1086187
489,Randle Circle & Minnesota Ave SE,38.8777325,-76.9619305
490,Maple & Ritchie Ave,38.900505,-77.26687
491,Fleet St & Waterfront St,39.0787957,-77.1444002
492,Pooks Hill Rd & Linden Ave,39.0150245,-77.1038392
493,Spring Hill Metro,38.9292514,-77.2419786
494,South Capitol & Atlantic St SW,38.8546394,-77.005819
495,Livingston Rd & 3rd St SE,38.78101729999999,-77.55592209999999
496,1st & S Capitol St SE / Oxon Run Trail,38.96419530000001,-77.5024194
497,14th & Luzon St NW,38.9175547,-77.0324732
498,North Shore Dr & Village Rd,38.9658176,-77.34327859999999
499,Alabama & MLK Ave SE,32.3182314,-86.902298
500,Westpark Dr & Leesburg Pike,38.9266577,-77.23113260000001
501,Baltimore Ave & Jefferson St,38.95799,-77.0988094
502,Georgia Ave & Spring St,39.1065957,-77.07619509999999
503,Baltimore Ave & Van Buren St / Riverdale Park Station,38.95799,-77.0988094
504,Takoma Park Rec Center,38.9825603,-76.98802669999999
505,Montgomery College / W Campus Dr & Mannakee St,39.1864413,-77.2470785
506,Dennis Ave & Amherst Ave,39.0264331,-77.0376964
507,Oxon Hill Park & Ride,38.8019485,-77.0077656
508,Fallsgrove Dr & W Montgomery Ave,39.0978747,-77.1906702
509,Jones Branch & Westbranch Dr,38.9314153,-77.2239582
510,37th & Ely Pl SE,38.8863998,-76.95287909999999
511,Town Center Pkwy & Bowman Towne Dr,38.9603059,-77.3630587
512,Reston Regional Library,38.9615948,-77.35849639999999
513,E Montgomery Ave & Maryland Ave,39.0840581,-77.150928
514,Medical Center Dr & Key West Ave,39.1005247,-77.19547399999999
515,Monroe St & Monroe Pl,39.0102316,-77.6144376
516,New Hampshire & Kirklynn Ave,43.1938516,-71.5723953
517,Campus Commons,38.5667961,-121.4156172
518,4th St & Mississippi Ave SE,38.9101277,-76.9984084
519,Mississippi Ave & 19th St SE / THEARC,38.9890845,-77.0115969
520,19th & Savannah St SE,38.90244,-77.04368
521,Amherst Ave & Prichard Rd,38.7832951,-77.1867365
522,Towers Crescent Dr & Tysons One Pl,38.9126719,-77.2201065
523,1301 McCormick Dr / Wayne K. Curry Admin Bldg,38.9089448,-76.8422708
524,Greensboro & Pinnacle Dr,36.0726354,-79.7919754
525,Tysons West Transit Center,38.9327032,-77.231775
526,New Dominion Pkwy & Fountain Dr,38.9606153,-77.36117899999999
527,Chillum Rd & Riggs Rd / Riggs Plaza,38.9560903,-76.9824987
528,Hyattsville Library / Adelphi Rd & Toledo Rd,38.9683818,-76.9528545
529,United Medical Center,38.8359393,-76.9849936
530,Shady Grove Hospital,39.0988817,-77.198537
531,Joliet St & MLK Ave SW/Bald Eagle Rec Ctr,39.06609510000001,-77.07835159999999
532,Tanger Outlets,38.7948488,-77.0014573
533,Northwestern High School,39.1517831,-77.2796334
534,61st St & Banks Pl NE,38.9404202,-77.1198532
535,Oglethorpe St & 42nd Ave,38.9779573,-77.52334119999999
536,Rhode Island Ave & 39th St / Brentwood Arts Exchange,38.9121429,-77.15387
537,Largo Rd & Campus Way / Prince Georges's Comm Col,38.8656255,-76.7764074
538,Queens Chapel & Hamilton St,38.9545537,-76.997427
539,New Hampshire Ave & East-West Hwy,39.0969937,-77.0026295
540,Riggs Rd & East West Hwy,38.9900483,-76.97389489999999
541,E Fairfax St & S Washington St,39.10841449999999,-77.5665027
542,George Mason High School / Haycock Rd & Leesburg Pike,38.896651,-77.1915329
543,West Falls Church Metro,38.9008049,-77.1894457
544,N Oak St & W Broad St,38.8931286,-77.1787877
545,W Broad St & Little Falls St,38.888051,-77.180111
546,W Columbia St & N Washington St,38.887241,-77.168465
547,N Roosevelt St & Roosevelt Blvd,39.0484881,-77.4525012
548,S Maple Ave & S Washington St,39.131797,-77.703575
549,Falls Church City Hall / Park Ave & Little Falls St,38.887243,-77.176341
550,Pennsylvania Ave & Park Ave,39.2727926,-77.63750979999999
551,Jones Branch Drive & Scotts Crossing Rd,38.9314153,-77.2239582
552,Dunn Loring Metro,38.8834148,-77.2279423
553,Merrilee Dr & Lauren Elizabeth Lane,38.877415,-77.231036
554,Georgia Ave & Morton St NW,39.1065957,-77.07619509999999
555,18th & L St NW,38.895245,-77.041591
556,Rhode Island Ave & Montana Ave NE,38.9121429,-77.15387
557,Merrifield Cinema & Merrifield Town Center,38.8717287,-77.2292839
558,,39.0389912,-77.48695680000002
